"PDF","OUTCOME","COMMENTS","PAGE","LAYOUT","ARMS","ARMS_WITH_N","LINES","VARIABLES","CONTINUOUS","SKIPPED","SECONDS"
"PMID_15983144.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 0 with N; 6 table lines -> 2 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"columns",3,0,6,2,0,4,0.74
"PMID_15983147.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (4 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",2,2,8,4,4,4,0.86
"PMID_15983153.pdf","successfully parsed","Table page 2 (columns layout); 2 arm(s), 0 with N; 4 table lines -> 2 variables (2 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.8 s",2,"columns",2,0,4,2,2,2,0.78
"PMID_15983450.pdf","successfully parsed","Table page 2 (single layout); 5 arm(s), 3 with N; 46 table lines -> 15 variables (8 continuous rows); 12 line(s) skipped as unusable; heuristic engine, 1.1 s",2,"single",5,3,46,15,8,12,1.08
"PMID_15983453.pdf","successfully parsed","Table page 4 (columns layout); 3 arm(s), 2 with N; 33 table lines -> 16 variables (3 continuous rows); 11 line(s) skipped as unusable; heuristic engine, 1.2 s",4,"columns",3,2,33,16,3,11,1.17
"PMID_15983467.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_15983467.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,1.05
"PMID_15991503.pdf","successfully parsed","Table page 3 (columns layout); 4 arm(s), 0 with N; 22 table lines -> 11 variables (10 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",4,0,22,11,10,3,0.88
"PMID_15991504.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 1 with N; 4 table lines -> 3 variables (0 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"columns",2,1,4,3,0,7,0.72
"PMID_15991505.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_15991505.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.75
"PMID_15991506.pdf","successfully parsed","Table page 3 (columns layout); 1 arm(s), 1 with N; 2 table lines -> 2 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",1,1,2,2,0,4,0.87
"PMID_15991507.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 2 with N; 6 table lines -> 2 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",3,2,6,2,0,4,0.75
"PMID_15991508.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 2 with N; 2 table lines -> 1 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",3,2,2,1,0,5,0.82
"PMID_15991510.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 1 with N; 3 table lines -> 1 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",3,1,3,1,0,4,0.93
"PMID_15991511.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 2 table lines -> 1 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",2,2,2,1,0,5,0.8
"PMID_16024585.pdf","successfully parsed","Table page 4 (single layout); 6 arm(s), 0 with N; 69 table lines -> 15 variables (15 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.0 s",4,"single",6,0,69,15,15,4,0.99
"PMID_16029223.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 2 with N; 2 table lines -> 1 variables (1 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",3,2,2,1,1,3,0.76
"PMID_16040637.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16040637.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.57
"PMID_16045137.pdf","successfully parsed","Table page 2 (columns layout); 2 arm(s), 2 with N; 4 table lines -> 2 variables (2 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.8 s",2,"columns",2,2,4,2,2,3,0.76
"PMID_16045138.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 2 with N; 16 table lines -> 8 variables (8 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",3,2,16,8,8,0,0.76
"PMID_16045141.pdf","successfully parsed","Table page 3 (single layout); 4 arm(s), 3 with N; 18 table lines -> 6 variables (6 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"single",4,3,18,6,6,2,0.9
"PMID_16052104.pdf","successfully parsed","Table page 5 (single layout); 3 arm(s), 2 with N; 21 table lines -> 10 variables (8 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.7 s",5,"single",3,2,21,10,8,3,1.72
"PMID_16052108.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 3 with N; 24 table lines -> 8 variables (6 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",3,3,24,8,6,0,0.86
"PMID_16052109.pdf","successfully parsed","Table page 4 (single layout); 4 arm(s), 0 with N; 14 table lines -> 7 variables (5 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.9 s",4,"single",4,0,14,7,5,1,0.9
"PMID_16052120.pdf","successfully parsed","Table page 3 (single layout); 5 arm(s), 4 with N; 36 table lines -> 9 variables (9 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.2 s",3,"single",5,4,36,9,9,0,1.16
"PMID_16100235.pdf","successfully parsed","Table page 4 (columns layout); 3 arm(s), 0 with N; 14 table lines -> 7 variables (7 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",4,"columns",3,0,14,7,7,2,0.99
"PMID_16100237.pdf","successfully parsed","Table page 3 (single layout); 5 arm(s), 0 with N; 9 table lines -> 2 variables (0 continuous rows); 8 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"single",5,0,9,2,0,8,0.7
"PMID_16103382.pdf","successfully parsed","Table page 3 (single layout); 5 arm(s), 3 with N; 6 table lines -> 2 variables (2 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",5,3,6,2,2,7,0.8
"PMID_16103383.pdf","successfully parsed","Table page 3 (columns layout); 1 arm(s), 0 with N; 7 table lines -> 7 variables (7 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",1,0,7,7,7,7,0.99
"PMID_16119597.pdf","successfully parsed","Table page 2 (single layout); 5 arm(s), 0 with N; 4 table lines -> 1 variables (0 continuous rows); 8 line(s) skipped as unusable; heuristic engine, 0.8 s",2,"single",5,0,4,1,0,8,0.79
"PMID_16119601.pdf","successfully parsed","Table page 3 (single layout); 4 arm(s), 3 with N; 17 table lines -> 5 variables (0 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",4,3,17,5,0,7,0.78
"PMID_16129968.pdf","successfully parsed","Table page 2 (single layout); 3 arm(s), 0 with N; 23 table lines -> 12 variables (10 continuous rows); 11 line(s) skipped as unusable; heuristic engine, 1.3 s",2,"single",3,0,23,12,10,11,1.26
"PMID_16129973.pdf","successfully parsed","Table page 2 (columns layout); 2 arm(s), 0 with N; 8 table lines -> 4 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.8 s",2,"columns",2,0,8,4,4,0,0.78
"PMID_16129986.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 2 with N; 33 table lines -> 16 variables (4 continuous rows); 12 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",3,2,33,16,4,12,1.01
"PMID_16129987.pdf","successfully parsed","Table page 3 (single layout); 8 arm(s), 8 with N; 40 table lines -> 5 variables (5 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",8,8,40,5,5,1,1
"PMID_16143575.pdf","successfully parsed","Table page 2 (columns layout); 3 arm(s), 0 with N; 10 table lines -> 5 variables (4 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.6 s",2,"columns",3,0,10,5,4,1,0.61
"PMID_16143578.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16143578.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.54
"PMID_16155034.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16155034.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.65
"PMID_16163915.pdf","successfully parsed","Table page 4 (columns layout); 2 arm(s), 2 with N; 6 table lines -> 3 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",4,"columns",2,2,6,3,0,1,0.82
"PMID_16163920.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 6 table lines -> 3 variables (3 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",2,2,6,3,3,2,0.84
"PMID_16169891.pdf","successfully parsed","Table page 3 (single layout); 5 arm(s), 0 with N; 20 table lines -> 4 variables (2 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"single",5,0,20,4,2,1,0.71
"PMID_16179039.pdf","successfully parsed","Table page 4 (single layout); 6 arm(s), 2 with N; 14 table lines -> 7 variables (7 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 1.1 s",4,"single",6,2,14,7,7,6,1.06
"PMID_16179042.pdf","successfully parsed","Table page 2 (columns layout); 3 arm(s), 0 with N; 6 table lines -> 3 variables (3 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 0.6 s",2,"columns",3,0,6,3,3,5,0.63
"PMID_16179044.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 6 table lines -> 3 variables (3 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"columns",2,2,6,3,3,1,0.68
"PMID_16183682.pdf","successfully parsed","Table page 3 (single layout); 4 arm(s), 3 with N; 21 table lines -> 7 variables (5 continuous rows); 8 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",4,3,21,7,5,8,0.75
"PMID_16189333.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 6 table lines -> 3 variables (3 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"columns",2,2,6,3,3,1,0.72
"PMID_16189334.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 3 with N; 12 table lines -> 4 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",3,3,12,4,3,0,1
"PMID_16189335.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 0 with N; 12 table lines -> 4 variables (4 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",3,0,12,4,4,2,0.77
"PMID_16192762.pdf","successfully parsed","Table page 4 (single layout); 3 arm(s), 2 with N; 26 table lines -> 13 variables (12 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",4,"single",3,2,26,13,12,2,1.05
"PMID_16192765.pdf","successfully parsed","Table page 4 (single layout); 7 arm(s), 7 with N; 33 table lines -> 5 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.6 s",4,"single",7,7,33,5,4,0,1.65
"PMID_16192774.pdf","successfully parsed","Table page 4 (single layout); 4 arm(s), 0 with N; 32 table lines -> 8 variables (6 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.1 s",4,"single",4,0,32,8,6,1,1.1
"PMID_16199414.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16199414.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.56
"PMID_16199417.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16199417.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.63
"PMID_16199419.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16199419.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.6
"PMID_16210311.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16210311.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.63
"PMID_16211731.pdf","successfully parsed","Table page 3 (columns layout); 1 arm(s), 0 with N; 1 table lines -> 1 variables (0 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",1,0,1,1,0,2,0.8
"PMID_16211739.pdf","successfully parsed","Table page 4 (single layout); 4 arm(s), 4 with N; 44 table lines -> 11 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.1 s",4,"single",4,4,44,11,3,0,1.12
"PMID_16225715.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",2,0,2,1,0,4,0.8
"PMID_16225718.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"columns",2,2,8,4,3,0,0.67
"PMID_16225720.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 0 with N; 9 table lines -> 3 variables (2 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",3,0,9,3,2,0,0.84
"PMID_16225722.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 1 table lines -> 1 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",2,0,1,1,0,3,1.12
"PMID_16225723.pdf","successfully parsed","Table page 3 (single layout); 5 arm(s), 2 with N; 30 table lines -> 15 variables (13 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",5,2,30,15,13,1,0.81
"PMID_16225724.pdf","successfully parsed","Table page 3 (single layout); 2 arm(s), 2 with N; 18 table lines -> 10 variables (9 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",2,2,18,10,9,1,0.75
"PMID_16227335.pdf","successfully parsed","Table page 3 (single layout); 8 arm(s), 0 with N; 12 table lines -> 2 variables (2 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"single",8,0,12,2,2,2,0.69
"PMID_16229689.pdf","successfully parsed","Table page 2 (columns layout); 4 arm(s), 0 with N; 8 table lines -> 4 variables (4 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.6 s",2,"columns",4,0,8,4,4,3,0.65
"PMID_16249679.pdf","successfully parsed","Table page 3 (single layout); 3 arm(s), 2 with N; 18 table lines -> 9 variables (9 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",3,2,18,9,9,6,1.08
"PMID_16251559.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",2,0,2,1,0,3,0.9
"PMID_16251562.pdf","successfully parsed","Table page 2 (columns layout); 3 arm(s), 0 with N; 24 table lines -> 8 variables (7 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.9 s",2,"columns",3,0,24,8,7,1,0.92
"PMID_16288613.pdf","successfully parsed","Table page 2 (columns layout); 5 arm(s), 4 with N; 25 table lines -> 7 variables (5 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.8 s",2,"columns",5,4,25,7,5,2,0.79
"PMID_16288616.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16288616.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.61
"PMID_16288620.pdf","successfully parsed","Table page 4 (columns layout); 2 arm(s), 0 with N; 5 table lines -> 5 variables (3 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 1.1 s",4,"columns",2,0,5,5,3,7,1.11
"PMID_16306736.pdf","successfully parsed","Table page 4 (single layout); 3 arm(s), 2 with N; 16 table lines -> 8 variables (6 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 1.3 s",4,"single",3,2,16,8,6,7,1.33
"PMID_16306737.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16306737.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.89
"PMID_16311277.pdf","successfully parsed","Table page 3 (single layout); 3 arm(s), 0 with N; 6 table lines -> 6 variables (5 continuous rows); 18 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"single",3,0,6,6,5,18,0.93
"PMID_16311278.pdf","successfully parsed","Table page 3 (single layout); 4 arm(s), 2 with N; 25 table lines -> 11 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"single",4,2,25,11,0,1,0.74
"PMID_16311286.pdf","successfully parsed","Table page 3 (columns layout); 1 arm(s), 0 with N; 10 table lines -> 10 variables (3 continuous rows); 6 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",1,0,10,10,3,6,0.8
"PMID_16318658.pdf","successfully parsed","Table page 3 (single layout); 2 arm(s), 2 with N; 12 table lines -> 6 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"single",2,2,12,6,4,0,0.72
"PMID_16318659.pdf","successfully parsed","Table page 2 (single layout); 6 arm(s), 1 with N; 3 table lines -> 1 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.6 s",2,"single",6,1,3,1,0,3,0.59
"PMID_16326674.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16326674.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.75
"PMID_16326677.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 6 table lines -> 3 variables (3 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",2,2,6,3,3,3,0.91
"PMID_16339790.pdf","successfully parsed","Table page 5 (columns layout); 2 arm(s), 0 with N; 9 table lines -> 7 variables (5 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.0 s",5,"columns",2,0,9,7,5,4,1.01
"PMID_16357116.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16357116.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.79
"PMID_16361300.pdf","successfully parsed","Table page 4 (single layout); 7 arm(s), 0 with N; 9 table lines -> 2 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.9 s",4,"single",7,0,9,2,0,3,0.9
"PMID_16361302.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16361302.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.6
"PMID_16371604.pdf","successfully parsed","Table page 4 (single layout); 4 arm(s), 3 with N; 33 table lines -> 11 variables (7 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.4 s",4,"single",4,3,33,11,7,4,1.36
"PMID_16371605.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16371605.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.7
"PMID_16371610.pdf","successfully parsed","Table page 3 (single layout); 2 arm(s), 0 with N; 18 table lines -> 9 variables (7 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",2,0,18,9,7,3,0.78
"PMID_16371613.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 6 table lines -> 3 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",2,0,6,3,3,0,0.97
"PMID_16390558.pdf","successfully parsed","Table page 5 (single layout); 4 arm(s), 0 with N; 72 table lines -> 18 variables (18 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.4 s",5,"single",4,0,72,18,18,1,1.38
"PMID_16390567.pdf","successfully parsed","Table page 3 (single layout); 3 arm(s), 3 with N; 18 table lines -> 6 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"single",3,3,18,6,4,0,0.96
"PMID_16390568.pdf","successfully parsed","Table page 3 (single layout); 3 arm(s), 0 with N; 10 table lines -> 5 variables (3 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",3,0,10,5,3,1,0.75
"PMID_16390570.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 8 table lines -> 4 variables (4 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"columns",2,2,8,4,4,4,0.72
"PMID_16394684.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 6 table lines -> 3 variables (3 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",2,2,6,3,3,2,1.05
"PMID_16394687.pdf","successfully parsed","Table page 3 (columns layout); 2 arm(s), 2 with N; 16 table lines -> 8 variables (6 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",2,2,16,8,6,0,0.95
"PMID_16394691.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16394691.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.67
"PMID_16394700.pdf","successfully parsed","Table page 6 (columns layout); 3 arm(s), 2 with N; 21 table lines -> 10 variables (7 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.5 s",6,"columns",3,2,21,10,7,5,1.46
"PMID_16394701.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16394701.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.89
"PMID_16409336.pdf","successfully parsed","Table page 3 (single layout); 2 arm(s), 0 with N; 10 table lines -> 10 variables (5 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",2,0,10,10,5,7,0.79
"PMID_16409339.pdf","successfully parsed","Table page 2 (columns layout); 4 arm(s), 0 with N; 26 table lines -> 13 variables (9 continuous rows); 7 line(s) skipped as unusable; heuristic engine, 0.6 s",2,"columns",4,0,26,13,9,7,0.59
"PMID_16415310.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16415310.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.75
"PMID_16415311.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16415311.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.57
"PMID_16426468.pdf","successfully parsed","Table page 5 (single layout); 4 arm(s), 2 with N; 6 table lines -> 3 variables (0 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",5,"single",4,2,6,3,0,0,0.91
"PMID_16426470.pdf","successfully parsed","Table page 3 (single layout); 3 arm(s), 3 with N; 30 table lines -> 10 variables (8 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",3,3,30,10,8,0,0.84
"PMID_16430561.pdf","successfully parsed","Table page 3 (single layout); 7 arm(s), 0 with N; 6 table lines -> 2 variables (0 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",7,0,6,2,0,2,0.81
"PMID_16430565.pdf","successfully parsed","Table page 2 (columns layout); 3 arm(s), 2 with N; 10 table lines -> 5 variables (5 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 0.7 s",2,"columns",3,2,10,5,5,5,0.7
"PMID_16430566.pdf","successfully parsed","Table page 2 (columns layout); 2 arm(s), 0 with N; 6 table lines -> 3 variables (3 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.8 s",2,"columns",2,0,6,3,3,2,0.75
"PMID_16430793.pdf","successfully parsed","Table page 3 (columns layout); 4 arm(s), 3 with N; 16 table lines -> 5 variables (3 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",3,"columns",4,3,16,5,3,0,0.87
"PMID_16430795.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 0 with N; 21 table lines -> 7 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",3,0,21,7,4,0,1.11
"PMID_16431880.pdf","not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/PMID_16431880.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.62
"PMID_16434753.pdf","successfully parsed","Table page 3 (single layout); 4 arm(s), 1 with N; 15 table lines -> 7 variables (5 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"single",4,1,15,7,5,5,1.15
"PMID_16434754.pdf","successfully parsed","Table page 4 (columns layout); 3 arm(s), 0 with N; 20 table lines -> 7 variables (6 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.9 s",4,"columns",3,0,20,7,6,1,0.94
"PMID_16434755.pdf","successfully parsed","Table page 4 (columns layout); 2 arm(s), 0 with N; 14 table lines -> 7 variables (4 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.9 s",4,"columns",2,0,14,7,4,0,0.93
"PMID_16434761.pdf","successfully parsed","Table page 4 (columns layout); 3 arm(s), 1 with N; 6 table lines -> 3 variables (3 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.7 s",4,"columns",3,1,6,3,3,1,0.66
"PMID_16436842.pdf","successfully parsed","Table page 3 (single layout); 6 arm(s), 4 with N; 35 table lines -> 14 variables (11 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 1.4 s",3,"single",6,4,35,14,11,3,1.36
"PMID_16438751.pdf","successfully parsed","Table page 2 (columns layout); 2 arm(s), 2 with N; 12 table lines -> 6 variables (5 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 0.8 s",2,"columns",2,2,12,6,5,0,0.84
"PMID_16438758.pdf","successfully parsed","Table page 3 (columns layout); 3 arm(s), 2 with N; 12 table lines -> 5 variables (0 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",3,2,12,5,0,1,1.08
"PMID_16438759.pdf","successfully parsed","Table page 3 (columns layout); 1 arm(s), 1 with N; 10 table lines -> 10 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",1,1,10,10,0,5,0.99
"PMID_16438762.pdf","successfully parsed","Table page 2 (columns layout); 2 arm(s), 0 with N; 10 table lines -> 5 variables (2 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",2,"columns",2,0,10,5,2,1,0.75
"PMID_16438763.pdf","successfully parsed","Table page 3 (single layout); 4 arm(s), 0 with N; 10 table lines -> 5 variables (3 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",4,0,10,5,3,3,0.76
